token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
13648,TALBROAUTO,TALBROAUTO,,-1.000000,1,,NSE,5.000000
13740,SHYAMTEL,SHYAMTEL,,-1.000000,1,,NSE,1.000000
13761,BBL,BBL,,-1.000000,1,,NSE,10.000000
13771,VGL,VGL,,-1.000000,1,,NSE,1.000000
13821,RUCHIRA,RUCHIRA,,-1.000000,1,,NSE,1.000000
13868,AARTIPHARM,AARTIPHARM,,-1.000000,1,,NSE,5.000000
13880,BANCOINDIA,BANCOINDIA,,-1.000000,1,,NSE,5.000000
13966,HBLENGINE,HBLENGINE,,-1.000000,1,,NSE,5.000000
14309,INDIANB,INDIANB,,-1.000000,1,,NSE,5.000000
14361,APOLLOPIPE,APOLLOPIPE,,-1.000000,1,,NSE,5.000000
14418,ASTRAL,ASTRAL,,-1.000000,1,,NSE,10.000000
14518,ABSLLIQUID,ABSLLIQUID,,-1.000000,1,,NSE,1.000000
14523,ICRA,ICRA,,-1.000000,1,,NSE,50.000000
14547,NDLVENTURE,NDLVENTURE,,-1.000000,1,,NSE,1.000000
14584,PSUBNKIETF,PSUBNKIETF,,-1.000000,1,,NSE,1.000000
14599,GSLSU,GSLSU,,-1.000000,1,,NSE,1.000000
14627,HILTON,HILTON,,-1.000000,1,,NSE,1.000000
1467,AKZOINDIA,AKZOINDIA,,-1.000000,1,,NSE,10.000000
14781,141NSETEST,141NSETEST,,-1.000000,1,,NSE,5.000000
14788,SPARC,SPARC,,-1.000000,1,,NSE,1.000000
1482,IFBAGRO,IFBAGRO,,-1.000000,1,,NSE,5.000000
14828,WSI,WSI,,-1.000000,1,,NSE,1.000000
14924,LAL,LAL,,-1.000000,1,,NSE,1.000000
14942,NAGREEKCAP,NAGREEKCAP,,-1.000000,1,,NSE,1.000000
14972,KSCL,KSCL,,-1.000000,1,,NSE,5.000000
14992,CCCL,CCCL,,-1.000000,1,,NSE,1.000000
15032,PSUBNKBEES,PSUBNKBEES,,-1.000000,1,,NSE,1.000000
15073,BVCL,BVCL,,-1.000000,1,,NSE,1.000000
15129,RGL,RGL,,-1.000000,1,,NSE,1.000000
15141,COLPAL,COLPAL,,-1.000000,1,,NSE,10.000000
15146,JYOTHYLAB,JYOTHYLAB,,-1.000000,1,,NSE,5.000000
15228,UJJIVANSFB,UJJIVANSFB,,-1.000000,1,,NSE,1.000000
15342,SHALPAINTS,SHALPAINTS,,-1.000000,1,,NSE,1.000000
15377,PDMJEPAPER,PDMJEPAPER,,-1.000000,1,,NSE,1.000000
15420,ACL,ACL,,-1.000000,1,,NSE,1.000000
15716,PIGL,PIGL,,-1.000000,1,,NSE,1.000000
1630,IONEXCHANG,IONEXCHANG,,-1.000000,1,,NSE,5.000000
1660,ITC,ITC,,-1.000000,1,,NSE,5.000000
16192,PAVNAIND,PAVNAIND,,-1.000000,1,,NSE,1.000000
1672,HGINFRA,HGINFRA,,-1.000000,1,,NSE,5.000000
1675,ITI,ITI,,-1.000000,1,,NSE,5.000000
16908,TOUCHWOOD,TOUCHWOOD,,-1.000000,1,,NSE,1.000000
16921,20MICRONS,20MICRONS,,-1.000000,1,,NSE,1.000000
17032,THYROCARE,THYROCARE,,-1.000000,1,,NSE,5.000000
17207,ITADD,ITADD,,-1.000000,1,,NSE,1.000000
17263,ARMANFIN,ARMANFIN,,-1.000000,1,,NSE,10.000000
17376,EXCEL,EXCEL,,-1.000000,1,,NSE,1.000000
17397,PREMEXPLN,PREMEXPLN,,-1.000000,1,,NSE,5.000000
17818,LTM,LTM,,-1.000000,1,,NSE,10.000000
18011,WHIRLPOOL,WHIRLPOOL,,-1.000000,1,,NSE,5.000000
18012,VLEGOV,VLEGOV,,-1.000000,1,,NSE,1.000000
18049,MINDTECK,MINDTECK,,-1.000000,1,,NSE,1.000000
18208,ORIENTLTD,ORIENTLTD,,-1.000000,1,,NSE,1.000000
18232,LORDSCHLO,LORDSCHLO,,-1.000000,1,,NSE,1.000000
18292,IVZINGOLD,IVZINGOLD,,-1.000000,1,,NSE,5.000000
1835,KANORICHEM,KANORICHEM,,-1.000000,1,,NSE,1.000000
18391,RBLBANK,RBLBANK,,-1.000000,1,,NSE,5.000000
18431,BIGBLOC,BIGBLOC,,-1.000000,1,,NSE,1.000000
18644,DIAMINESQ,DIAMINESQ,,-1.000000,1,,NSE,1.000000
18659,MARATHON,MARATHON,,-1.000000,1,,NSE,5.000000
18822,ENDURANCE,ENDURANCE,,-1.000000,1,,NSE,10.000000
18889,KSL,KSL,,-1.000000,1,,NSE,5.000000
1922,KOTAKBANK,KOTAKBANK,,-1.000000,1,,NSE,5.000000
19234,LAURUSLABS,LAURUSLABS,,-1.000000,1,,NSE,10.000000
19531,BAJAJCON,BAJAJCON,,-1.000000,1,,NSE,5.000000
19597,IRMENERGY,IRMENERGY,,-1.000000,1,,NSE,1.000000
19599,PRAKASHSTL,PRAKASHSTL,,-1.000000,1,,NSE,1.000000
19686,BLUEJET,BLUEJET,,-1.000000,1,,NSE,5.000000
19705,LIQUIDSBI,LIQUIDSBI,,-1.000000,1,,NSE,1.000000
19761,ADFFOODS,ADFFOODS,,-1.000000,1,,NSE,1.000000
19800,WELINV,WELINV,,-1.000000,1,,NSE,10.000000
19813,HONASA,HONASA,,-1.000000,1,,NSE,5.000000
19878,ESAFSFB,ESAFSFB,,-1.000000,1,,NSE,1.000000
20152,ASKAUTOLTD,ASKAUTOLTD,,-1.000000,1,,NSE,5.000000
20293,TATATECH,TATATECH,,-1.000000,1,,NSE,5.000000
20372,FLAIR,FLAIR,,-1.000000,1,,NSE,5.000000
20425,NACLIND,NACLIND,,-1.000000,1,,NSE,1.000000
20616,SUPERHOUSE,SUPERHOUSE,,-1.000000,1,,NSE,1.000000
20936,KIRLOSENG,KIRLOSENG,,-1.000000,1,,NSE,10.000000
20950,RKDL,RKDL,,-1.000000,1,,NSE,1.000000
2107,STOVEKRAFT,STOVEKRAFT,,-1.000000,1,,NSE,5.000000
21131,TEJASNET,TEJASNET,,-1.000000,1,,NSE,5.000000
21174,CDSL,CDSL,,-1.000000,1,,NSE,10.000000
21275,SUMMITSEC,SUMMITSEC,,-1.000000,1,,NSE,10.000000
21383,PALASHSECU,PALASHSECU,,-1.000000,1,,NSE,1.000000
21392,MAGADSUGAR,MAGADSUGAR,,-1.000000,1,,NSE,5.000000
21428,TATSILV,TATSILV,,-1.000000,1,,NSE,1.000000
21683,BRNL,BRNL,,-1.000000,1,,NSE,1.000000
21794,DAVANGERE,DAVANGERE,,-1.000000,1,,NSE,1.000000
2188,GENCON,GENCON,,-1.000000,1,,NSE,1.000000
14043,SARLAPOLY,SARLAPOLY,,-1.000000,1,,NSE,1.000000
14154,UNOMINDA,UNOMINDA,,-1.000000,1,,NSE,10.000000
14198,TIMKEN,TIMKEN,,-1.000000,1,,NSE,10.000000
14230,HDFCBSE500,HDFCBSE500,,-1.000000,1,,NSE,1.000000
14239,HBS500INAV,HBS500INAV,,-1.000000,1,,NSE,1.000000
14255,REDINGTON,REDINGTON,,-1.000000,1,,NSE,5.000000
14299,PFC,PFC,,-1.000000,1,,NSE,5.000000
14385,POCL,POCL,,-1.000000,1,,NSE,10.000000
14480,GOKULAGRO,GOKULAGRO,,-1.000000,1,,NSE,1.000000
1455,BIRLANU,BIRLANU,,-1.000000,1,,NSE,10.000000
14742,AXSENSEX,AXSENSEX,,-1.000000,1,,NSE,1.000000
14777,121NSETEST,121NSETEST,,-1.000000,1,,NSE,5.000000
14782,151NSETEST,151NSETEST,,-1.000000,1,,NSE,5.000000
14838,DECCANCE,DECCANCE,,-1.000000,1,,NSE,5.000000
14890,AKI,AKI,,-1.000000,1,,NSE,1.000000
15039,CERA,CERA,,-1.000000,1,,NSE,10.000000
15121,SVLL,SVLL,,-1.000000,1,,NSE,5.000000
15161,HITECHCORP,HITECHCORP,,-1.000000,1,,NSE,1.000000
15174,TARIL,TARIL,,-1.000000,1,,NSE,5.000000
15199,MANAKSIA,MANAKSIA,,-1.000000,1,,NSE,1.000000
15209,PPAP,PPAP,,-1.000000,1,,NSE,1.000000
15313,IRB,IRB,,-1.000000,1,,NSE,1.000000
15332,NMDC,NMDC,,-1.000000,1,,NSE,1.000000
15337,RAIN,RAIN,,-1.000000,1,,NSE,1.000000
15343,SADHNANIQ,SADHNANIQ,,-1.000000,1,,NSE,1.000000
15356,GOLDADD,GOLDADD,,-1.000000,1,,NSE,1.000000
15362,VGUARD,VGUARD,,-1.000000,1,,NSE,5.000000
154,APCOTEXIND,APCOTEXIND,,-1.000000,1,,NSE,5.000000
1594,INFY,INFY,,-1.000000,1,,NSE,10.000000
16253,EBBETF0430,EBBETF0430,,-1.000000,1,,NSE,1.000000
16639,KIRIINDUS,KIRIINDUS,,-1.000000,1,,NSE,5.000000
16682,PTCIL,PTCIL,,-1.000000,1,,NSE,100.000000
16807,LOTUSEYE,LOTUSEYE,,-1.000000,1,,NSE,1.000000
16900,DPWIRES,DPWIRES,,-1.000000,1,,NSE,1.000000
17029,PATANJALI,PATANJALI,,-1.000000,1,,NSE,5.000000
17307,AJMERA,AJMERA,,-1.000000,1,,NSE,1.000000
17364,VINATIORGA,VINATIORGA,,-1.000000,1,,NSE,10.000000
17388,ADANIPOWER,ADANIPOWER,,-1.000000,1,,NSE,1.000000
17395,SETF10GILT,SETF10GILT,,-1.000000,1,,NSE,1.000000
17534,MGL,MGL,,-1.000000,1,,NSE,10.000000
17616,PSUBANKADD,PSUBANKADD,,-1.000000,1,,NSE,1.000000
17738,YATHARTH,YATHARTH,,-1.000000,1,,NSE,5.000000
17764,REFEX,REFEX,,-1.000000,1,,NSE,1.000000
17922,GEEKAYWIRE,GEEKAYWIRE,,-1.000000,1,,NSE,1.000000
17939,HINDCOPPER,HINDCOPPER,,-1.000000,1,,NSE,5.000000
17957,MMTC,MMTC,,-1.000000,1,,NSE,1.000000
17987,TRF,TRF,,-1.000000,1,,NSE,5.000000
181,ARENTERP,ARENTERP,,-1.000000,1,,NSE,1.000000
1811,KAKATCEM,KAKATCEM,,-1.000000,1,,NSE,1.000000
18110,VASCONEQ,VASCONEQ,,-1.000000,1,,NSE,1.000000
18220,KECL,KECL,,-1.000000,1,,NSE,1.000000
184,TCPLPACK,TCPLPACK,,-1.000000,1,,NSE,10.000000
18371,NDGL,NDGL,,-1.000000,1,,NSE,10.000000
18422,ASIANHOTNR,ASIANHOTNR,,-1.000000,1,,NSE,5.000000
18543,DIACABS,DIACABS,,-1.000000,1,,NSE,1.000000
18727,MASKINVEST,MASKINVEST,,-1.000000,1,,NSE,1.000000
18783,IDFNIFTYET,IDFNIFTYET,,-1.000000,1,,NSE,1.000000
18827,TARAPUR,TARAPUR,,-1.000000,1,,NSE,1.000000
18962,RAJRATAN,RAJRATAN,,-1.000000,1,,NSE,5.000000
19061,MANAPPURAM,MANAPPURAM,,-1.000000,1,,NSE,5.000000
19111,NBIFIN,NBIFIN,,-1.000000,1,,NSE,10.000000
19113,UDS,UDS,,-1.000000,1,,NSE,1.000000
19218,VALIANTLAB,VALIANTLAB,,-1.000000,1,,NSE,1.000000
1949,KSB,KSB,,-1.000000,1,,NSE,5.000000
19401,BOROLTD,BOROLTD,,-1.000000,1,,NSE,1.000000
19633,ITETF,ITETF,,-1.000000,1,,NSE,1.000000
19931,ORISSAMINE,ORISSAMINE,,-1.000000,1,,NSE,10.000000
20086,CPCAP,CPCAP,,-1.000000,1,,NSE,1.000000
20178,AKSHARCHEM,AKSHARCHEM,,-1.000000,1,,NSE,1.000000
20223,CLEDUCATE,CLEDUCATE,,-1.000000,1,,NSE,1.000000
20242,OBEROIRLTY,OBEROIRLTY,,-1.000000,1,,NSE,10.000000
2043,RAMCOCEM,RAMCOCEM,,-1.000000,1,,NSE,10.000000
20453,APCL,APCL,,-1.000000,1,,NSE,1.000000
20481,WIPL,WIPL,,-1.000000,1,,NSE,1.000000
20874,RBZJEWEL,RBZJEWEL,,-1.000000,1,,NSE,1.000000
2088,MAHSEAMLES,MAHSEAMLES,,-1.000000,1,,NSE,5.000000
20956,SUNCLAY,SUNCLAY,,-1.000000,1,,NSE,10.000000
2112,MARALOVER,MARALOVER,,-1.000000,1,,NSE,1.000000
212,ASHOKLEY,ASHOKLEY,,-1.000000,1,,NSE,1.000000
21247,DIGIDRIVE,DIGIDRIVE,,-1.000000,1,,NSE,1.000000
21339,STEELXIND,STEELXIND,,-1.000000,1,,NSE,1.000000
21427,THEINVEST,THEINVEST,,-1.000000,1,,NSE,1.000000
21469,OPTIEMUS,OPTIEMUS,,-1.000000,1,,NSE,5.000000
21623,APEX,APEX,,-1.000000,1,,NSE,5.000000
21704,DCAL,DCAL,,-1.000000,1,,NSE,1.000000
21749,CAPACITE,CAPACITE,,-1.000000,1,,NSE,1.000000
21770,ICICIGI,ICICIGI,,-1.000000,1,,NSE,10.000000
21957,INDTERRAIN,INDTERRAIN,,-1.000000,1,,NSE,1.000000
22277,WORTHPERI,WORTHPERI,,-1.000000,1,,NSE,1.000000
22477,NOVAAGRI,NOVAAGRI,,-1.000000,1,,NSE,1.000000
22649,PARKHOTELS,PARKHOTELS,,-1.000000,1,,NSE,1.000000
2294,MTNL,MTNL,,-1.000000,1,,NSE,1.000000
23043,RKSWAMY,RKSWAMY,,-1.000000,1,,NSE,1.000000
2320,SMCGLOBAL,SMCGLOBAL,,-1.000000,1,,NSE,1.000000
23402,SRM,SRM,,-1.000000,1,,NSE,5.000000
24190,SYMPHONY,SYMPHONY,,-1.000000,1,,NSE,5.000000
245,ADL,ADL,,-1.000000,1,,NSE,1.000000
24532,FILATEX,FILATEX,,-1.000000,1,,NSE,1.000000
24730,RUBFILA,RUBFILA,,-1.000000,1,,NSE,1.000000
24777,OLAELEC,OLAELEC,,-1.000000,1,,NSE,1.000000
25082,TREEHOUSE,TREEHOUSE,,-1.000000,1,,NSE,1.000000
25447,GROWWLIQID,GROWWLIQID,,-1.000000,1,,NSE,1.000000
25574,SHAKTIPUMP,SHAKTIPUMP,,-1.000000,1,,NSE,5.000000
2562,HUHTAMAKI,HUHTAMAKI,,-1.000000,1,,NSE,1.000000
25597,MANBA,MANBA,,-1.000000,1,,NSE,1.000000
25626,UYFINCORP,UYFINCORP,,-1.000000,1,,NSE,1.000000
25758,GROWWDEFNC,GROWWDEFNC,,-1.000000,1,,NSE,1.000000
25807,LLOYDSENT,LLOYDSENT,,-1.000000,1,,NSE,1.000000
2595,3PLAND,3PLAND,,-1.000000,1,,NSE,1.000000
25941,GODAVARIB,GODAVARIB,,-1.000000,1,,NSE,5.000000
2649,PCBL,PCBL,,-1.000000,1,,NSE,5.000000
27075,LIQUIDPLUS,LIQUIDPLUS,,-1.000000,1,,NSE,1.000000
27969,VMM,VMM,,-1.000000,1,,NSE,1.000000
2829,ANURAS,ANURAS,,-1.000000,1,,NSE,10.000000
2837,RANASUG,RANASUG,,-1.000000,1,,NSE,1.000000
28764,CEWATER,CEWATER,,-1.000000,1,,NSE,5.000000
28805,SANATHAN,SANATHAN,,-1.000000,1,,NSE,5.000000
28913,ROSSELLIND,ROSSELLIND,,-1.000000,1,,NSE,1.000000
28960,UNIMECH,UNIMECH,,-1.000000,1,,NSE,5.000000
29025,INDOFARM,INDOFARM,,-1.000000,1,,NSE,1.000000
29423,MOHITIND,MOHITIND,,-1.000000,1,,NSE,1.000000
29464,NEXT30ADD,NEXT30ADD,,-1.000000,1,,NSE,1.000000
29472,PROTEAN,PROTEAN,,-1.000000,1,,NSE,5.000000
29487,NIBE,NIBE,,-1.000000,1,,NSE,10.000000
29577,NIF100BEES,NIF100BEES,,-1.000000,1,,NSE,1.000000
29678,BAJAJINDEF,BAJAJINDEF,,-1.000000,1,,NSE,1.000000
29731,GUJTHEM,GUJTHEM,,-1.000000,1,,NSE,5.000000
30089,ORIENTCEM,ORIENTCEM,,-1.000000,1,,NSE,1.000000
30121,EQUAL200,EQUAL200,,-1.000000,1,,NSE,1.000000
30290,SBIBPB,SBIBPB,,-1.000000,1,,NSE,1.000000
30549,MOY100INAV,MOY100INAV,,-1.000000,1,,NSE,1.000000
31017,THOMASCOTT,THOMASCOTT,,-1.000000,1,,NSE,5.000000
31415,NBCC,NBCC,,-1.000000,1,,NSE,1.000000
317,BAJFINANCE,BAJFINANCE,,-1.000000,1,,NSE,5.000000
3357,SUPERSPIN,SUPERSPIN,,-1.000000,1,,NSE,1.000000
3396,TAINWALCHM,TAINWALCHM,,-1.000000,1,,NSE,1.000000
3387,SMLMAH,SMLMAH,,-1.000000,1,,NSE,10.000000
359,ROML,ROML,,-1.000000,1,,NSE,1.000000
3715,VLSFINANCE,VLSFINANCE,,-1.000000,1,,NSE,5.000000
3799,WSTCSTPAPR,WSTCSTPAPR,,-1.000000,1,,NSE,5.000000
426,BHARATGEAR,BHARATGEAR,,-1.000000,1,,NSE,1.000000
4244,HDFCAMC,HDFCAMC,,-1.000000,1,,NSE,10.000000
4391,GULFOILLUB,GULFOILLUB,,-1.000000,1,,NSE,10.000000
4421,CREDITACC,CREDITACC,,-1.000000,1,,NSE,10.000000
4529,NEXT50IETF,NEXT50IETF,,-1.000000,1,,NSE,1.000000
474,3MINDIA,3MINDIA,,-1.000000,1,,NSE,500.000000
4656,SBCL,SBCL,,-1.000000,1,,NSE,5.000000
4809,KCPSUGIND,KCPSUGIND,,-1.000000,1,,NSE,1.000000
4838,LIQUIDIETF,LIQUIDIETF,,-1.000000,1,,NSE,1.000000
4847,KIMS,KIMS,,-1.000000,1,,NSE,5.000000
4898,FDC,FDC,,-1.000000,1,,NSE,5.000000
4920,HINDCON,HINDCON,,-1.000000,1,,NSE,1.000000
5114,SGIL,SGIL,,-1.000000,1,,NSE,5.000000
5373,DEVYANI,DEVYANI,,-1.000000,1,,NSE,1.000000
5382,EPIGRAL,EPIGRAL,,-1.000000,1,,NSE,5.000000
5428,TRIGYN,TRIGYN,,-1.000000,1,,NSE,1.000000
5751,SANSERA,SANSERA,,-1.000000,1,,NSE,10.000000
5851,BANKNIFTY1,BANKNIFTY1,,-1.000000,1,,NSE,1.000000
5865,LAGNAM,LAGNAM,,-1.000000,1,,NSE,1.000000
6286,GULPOLY,GULPOLY,,-1.000000,1,,NSE,1.000000
6429,RSSOFTWARE,RSSOFTWARE,,-1.000000,1,,NSE,1.000000
6445,TECHNOE,TECHNOE,,-1.000000,1,,NSE,10.000000
6673,FOODSIN,FOODSIN,,-1.000000,1,,NSE,1.000000
6973,DMCC,DMCC,,-1.000000,1,,NSE,1.000000
6977,ICDSLTD,ICDSLTD,,-1.000000,1,,NSE,1.000000
7074,MAHKTECH,MAHKTECH,,-1.000000,1,,NSE,1.000000
7177,RATEGAIN,RATEGAIN,,-1.000000,1,,NSE,5.000000
756782,KRISHIVAL,KRISHIVAL,,-1.000000,1,,NSE,5.000000
757443,MOTOUR,MOTOUR,,-1.000000,1,,NSE,1.000000
757658,FISCHER,FISCHER,,-1.000000,1,,NSE,1.000000
757781,TOP15IETF,TOP15IETF,,-1.000000,1,,NSE,1.000000
757834,RMDRIP,RMDRIP,,-1.000000,1,,NSE,1.000000
757862,EBGNG,EBGNG,,-1.000000,1,,NSE,5.000000
757953,EUROBOND,EUROBOND,,-1.000000,1,,NSE,1.000000
758150,MBEL,MBEL,,-1.000000,1,,NSE,5.000000
758572,GLOBECIVIL,GLOBECIVIL,,-1.000000,1,,NSE,1.000000
758667,MANUFGBEES,MANUFGBEES,,-1.000000,1,,NSE,1.000000
758863,LAXMIINDIA,LAXMIINDIA,,-1.000000,1,,NSE,1.000000
758889,SGMART,SGMART,,-1.000000,1,,NSE,5.000000
759007,ATLANTAELE,ATLANTAELE,,-1.000000,1,,NSE,5.000000
759084,URBANCO,URBANCO,,-1.000000,1,,NSE,1.000000
759210,TRUALT,TRUALT,,-1.000000,1,,NSE,5.000000
759368,FLEXIADD,FLEXIADD,,-1.000000,1,,NSE,1.000000
759374,MOENERGY,MOENERGY,,-1.000000,1,,NSE,1.000000
759381,MONEYBOXX,MONEYBOXX,,-1.000000,1,,NSE,1.000000
759569,ORKLAINDIA,ORKLAINDIA,,-1.000000,1,,NSE,5.000000
759551,PIRAMALFIN,PIRAMALFIN,,-1.000000,1,,NSE,10.000000
759814,SMALL250,SMALL250,,-1.000000,1,,NSE,1.000000
22347,MACPOWER,MACPOWER,,-1.000000,1,,NSE,5.000000
22428,MAXIND,MAXIND,,-1.000000,1,,NSE,1.000000
22602,PFS,PFS,,-1.000000,1,,NSE,1.000000
22663,JSFB,JSFB,,-1.000000,1,,NSE,5.000000
22717,ENTERO,ENTERO,,-1.000000,1,,NSE,10.000000
22930,PLATIND,PLATIND,,-1.000000,1,,NSE,1.000000
22980,MUKKA,MUKKA,,-1.000000,1,,NSE,1.000000
23365,AQYLON,AQYLON,,-1.000000,1,,NSE,10.000000
23480,SINCLAIR,SINCLAIR,,-1.000000,1,,NSE,1.000000
2388,NELCO,NELCO,,-1.000000,1,,NSE,5.000000
23915,LIQUIDBETF,LIQUIDBETF,,-1.000000,1,,NSE,1.000000
2406,NEULANDLAB,NEULANDLAB,,-1.000000,1,,NSE,100.000000
24067,IXIGO,IXIGO,,-1.000000,1,,NSE,1.000000
24159,AFIL,AFIL,,-1.000000,1,,NSE,1.000000
24217,IVZINNIFTY,IVZINNIFTY,,-1.000000,1,,NSE,1.000000
24374,LIQUIDSHRI,LIQUIDSHRI,,-1.000000,1,,NSE,1.000000
24385,KARMAENG,KARMAENG,,-1.000000,1,,NSE,1.000000
24798,GROWWEV,GROWWEV,,-1.000000,1,,NSE,1.000000
24856,SSDL,SSDL,,-1.000000,1,,NSE,1.000000
24909,INTERARCH,INTERARCH,,-1.000000,1,,NSE,10.000000
24932,GLOBALE,GLOBALE,,-1.000000,1,,NSE,1.000000
2496,ORIENTPPR,ORIENTPPR,,-1.000000,1,,NSE,1.000000
24969,WINDMACHIN,WINDMACHIN,,-1.000000,1,,NSE,5.000000
25157,RVTH,RVTH,,-1.000000,1,,NSE,5.000000
25328,APLLTD,APLLTD,,-1.000000,1,,NSE,5.000000
25426,NORTHARC,NORTHARC,,-1.000000,1,,NSE,5.000000
25503,INDOUS,INDOUS,,-1.000000,1,,NSE,1.000000
25608,INDOTHAI,INDOTHAI,,-1.000000,1,,NSE,5.000000
25643,KRN,KRN,,-1.000000,1,,NSE,5.000000
25744,METAL,METAL,,-1.000000,1,,NSE,1.000000
25892,DBEIL,DBEIL,,-1.000000,1,,NSE,1.000000
25918,OCCLLTD,OCCLLTD,,-1.000000,1,,NSE,1.000000
2709,MTARTECH,MTARTECH,,-1.000000,1,,NSE,10.000000
27107,SPECIALITY,SPECIALITY,,-1.000000,1,,NSE,1.000000
27144,BLACKBUCK,BLACKBUCK,,-1.000000,1,,NSE,5.000000
27176,NTPCGREEN,NTPCGREEN,,-1.000000,1,,NSE,1.000000
27334,SURAKSHA,SURAKSHA,,-1.000000,1,,NSE,5.000000
2868,HITECH,HITECH,,-1.000000,1,,NSE,1.000000
28687,MAMATA,MAMATA,,-1.000000,1,,NSE,5.000000
2885,RELIANCE,RELIANCE,,-1.000000,1,,NSE,10.000000
28906,MAYURUNIQ,MAYURUNIQ,,-1.000000,1,,NSE,5.000000
28952,DUCON,DUCON,,-1.000000,1,,NSE,1.000000
2909,RICOAUTO,RICOAUTO,,-1.000000,1,,NSE,1.000000
2912,RIIL,RIIL,,-1.000000,1,,NSE,5.000000
2963,SAIL,SAIL,,-1.000000,1,,NSE,1.000000
29583,NATCAPSUQ,NATCAPSUQ,,-1.000000,1,,NSE,1.000000
2988,SANDESH,SANDESH,,-1.000000,1,,NSE,5.000000
29758,MSCIINDIA,MSCIINDIA,,-1.000000,1,,NSE,1.000000
30105,GOLD360,GOLD360,,-1.000000,1,,NSE,5.000000
30108,ABFRL,ABFRL,,-1.000000,1,,NSE,1.000000
30392,NIF100IETF,NIF100IETF,,-1.000000,1,,NSE,1.000000
30542,ELM250INAV,ELM250INAV,,-1.000000,1,,NSE,1.000000
3078,SHANTIGEAR,SHANTIGEAR,,-1.000000,1,,NSE,5.000000
30570,GRO250INAV,GRO250INAV,,-1.000000,1,,NSE,1.000000
3066,SESHAPAPER,SESHAPAPER,,-1.000000,1,,NSE,5.000000
31468,LYPSAGEMS,LYPSAGEMS,,-1.000000,1,,NSE,1.000000
31507,JPOLYINVST,JPOLYINVST,,-1.000000,1,,NSE,10.000000
3316,MODISONLTD,MODISONLTD,,-1.000000,1,,NSE,1.000000
3321,SPMLINFRA,SPMLINFRA,,-1.000000,1,,NSE,1.000000
3329,ISGEC,ISGEC,,-1.000000,1,,NSE,5.000000
3339,SUNDARMFIN,SUNDARMFIN,,-1.000000,1,,NSE,50.000000
3389,AGARIND,AGARIND,,-1.000000,1,,NSE,5.000000
342,CAMS,CAMS,,-1.000000,1,,NSE,5.000000
3426,TATAPOWER,TATAPOWER,,-1.000000,1,,NSE,5.000000
3506,TITAN,TITAN,,-1.000000,1,,NSE,10.000000
3509,TNPETRO,TNPETRO,,-1.000000,1,,NSE,1.000000
3530,AXISBPSETF,AXISBPSETF,,-1.000000,1,,NSE,1.000000
3579,UNICHEMLAB,UNICHEMLAB,,-1.000000,1,,NSE,5.000000
3594,UNITECH,UNITECH,,-1.000000,1,,NSE,1.000000
3607,UNIVCABLES,UNIVCABLES,,-1.000000,1,,NSE,5.000000
3626,HEALTHIETF,HEALTHIETF,,-1.000000,1,,NSE,1.000000
3676,VESUVIUS,VESUVIUS,,-1.000000,1,,NSE,5.000000
3694,VINDHYATEL,VINDHYATEL,,-1.000000,1,,NSE,10.000000
3718,VOLTAS,VOLTAS,,-1.000000,1,,NSE,10.000000
3727,ANMOL,ANMOL,,-1.000000,1,,NSE,1.000000
3748,WEIZMANIND,WEIZMANIND,,-1.000000,1,,NSE,1.000000
3766,WHEELS,WHEELS,,-1.000000,1,,NSE,5.000000
395,BEML,BEML,,-1.000000,1,,NSE,10.000000
404,BERGEPAINT,BERGEPAINT,,-1.000000,1,,NSE,5.000000
399,NIACL,NIACL,,-1.000000,1,,NSE,1.000000
3980,TNPL,TNPL,,-1.000000,1,,NSE,1.000000
422,BHARATFORG,BHARATFORG,,-1.000000,1,,NSE,10.000000
4040,EIMCOELECO,EIMCOELECO,,-1.000000,1,,NSE,10.000000
4067,MARICO,MARICO,,-1.000000,1,,NSE,5.000000
4127,SAMBHAAV,SAMBHAAV,,-1.000000,1,,NSE,1.000000
438,BHEL,BHEL,,-1.000000,1,,NSE,5.000000
4235,WENDT,WENDT,,-1.000000,1,,NSE,50.000000
4279,DENORA,DENORA,,-1.000000,1,,NSE,5.000000
4491,BOSCH-HCIL,BOSCH-HCIL,,-1.000000,1,,NSE,10.000000
467,HDFCLIFE,HDFCLIFE,,-1.000000,1,,NSE,5.000000
4693,SHYAMMETL,SHYAMMETL,,-1.000000,1,,NSE,5.000000
4717,GAIL,GAIL,,-1.000000,1,,NSE,1.000000
4732,SKMEGGPROD,SKMEGGPROD,,-1.000000,1,,NSE,1.000000
4843,SNOWMAN,SNOWMAN,,-1.000000,1,,NSE,1.000000
4747,INDNIPPON,INDNIPPON,,-1.000000,1,,NSE,5.000000
4963,ICICIBANK,ICICIBANK,,-1.000000,1,,NSE,10.000000
4986,IRCON,IRCON,,-1.000000,1,,NSE,1.000000
5168,SBIETFCON,SBIETFCON,,-1.000000,1,,NSE,1.000000
5245,AAREYDRUGS,AAREYDRUGS,,-1.000000,1,,NSE,1.000000
5292,PRITIKAUTO,PRITIKAUTO,,-1.000000,1,,NSE,1.000000
5407,CARTRADE,CARTRADE,,-1.000000,1,,NSE,10.000000
5578,ACUTAAS,ACUTAAS,,-1.000000,1,,NSE,10.000000
583,CANFINHOME,CANFINHOME,,-1.000000,1,,NSE,5.000000
